MODE_OF_TRANSPORTATION,WEATHER,GEOPOLITICAL_RISKS,ROUTE_OPTIMIZATION,NO_OF_DELIVERED,CUSTUMER_RATING,EFFICIENCY,EFFICIENT,BEST OR NOT
2,3,0,10,85,6,313.63,1,1
2,4,1,9,31,10,165.3,1,0
2,4,0,7,19,3,95.52,1,0
3,1,0,9,84,2,292.36,1,1
1,2,1,2,45,8,176.15,1,0
2,4,1,6,11,5,77.94,1,0
1,1,0,5,30,5,125.72,1,0
3,4,0,1,23,4,94.17,1,0
3,1,0,5,49,5,185.32,1,0
2,3,0,8,96,5,337.23,1,1
3,2,1,3,63,9,239.33,1,0
3,2,0,2,49,2,166.53,1,0
1,1,0,10,57,2,211.62,1,0
3,4,0,9,86,10,330.07,1,1
1,4,0,9,50,8,211.97,1,0
1,3,0,9,94,7,340.26,1,1
1,3,1,5,19,7,104.12,1,0
2,3,0,9,88,9,330.41,1,1
3,2,1,2,63,3,214.83,1,0
1,3,1,10,19,8,122.8,1,0
2,3,1,8,10,8,90.69,1,0
2,4,0,8,89,7,324.26,1,1
2,3,1,6,63,7,241.13,1,0
3,2,0,5,92,3,309.03,1,0
3,2,1,1,34,6,134.97,1,0
3,3,1,5,64,9,249.4,1,0
2,2,0,8,82,8,304.68,1,1
3,1,1,2,66,1,215.72,1,0
1,4,1,4,1,2,29.85,0,0
2,3,0,7,17,5,95.63,1,0
1,3,1,5,40,3,153.22,1,0
1,3,1,10,29,8,153,1,0
3,4,0,6,65,8,250.43,1,0
3,3,1,3,50,3,179.6,1,0
3,3,1,6,19,3,95.04,1,0
3,1,0,5,60,5,218.54,1,0
1,3,1,5,91,8,325.14,1,0
1,4,0,2,68,8,245.19,1,0
1,2,1,3,94,7,323.57,1,0
2,1,0,10,75,10,295.73,1,1
2,2,0,8,86,4,302.44,1,1
2,4,1,8,80,2,281.62,1,1
2,2,0,8,53,8,217.1,1,0
2,1,1,10,55,7,227.03,1,0
2,2,1,4,53,5,196.72,1,0
3,4,1,1,73,5,251.19,1,0
1,4,0,3,70,5,243.51,1,0
1,4,0,1,70,7,244.63,1,0
3,3,0,7,22,3,104.68,1,0
2,1,0,4,97,4,322.57,1,0
3,3,1,3,79,1,260.02,1,0
3,2,1,1,22,8,105.89,1,0
2,1,1,1,74,9,264.39,1,0
2,2,0,6,83,3,283.76,1,0
3,3,1,7,17,8,109.92,1,0
1,1,1,6,20,6,104.56,1,0
3,2,0,4,71,1,235.43,1,0
3,4,1,3,64,4,226.47,1,0
3,2,1,5,37,4,148.95,1,0
2,4,1,6,11,2,67.2,0,0
3,3,1,2,58,9,222.22,1,0
3,3,0,4,8,8,71.24,1,0
2,2,1,6,87,10,323.34,1,0
3,1,0,7,4,5,55.46,0,0
2,3,0,7,87,5,307.03,1,1
3,2,0,6,1,4,40.81,0,0
2,4,1,9,12,2,79.28,1,0
1,4,0,9,68,1,241.27,1,1
3,4,1,2,49,8,192.47,1,0
1,4,0,7,64,4,233.89,1,1
2,2,1,1,65,6,227.48,1,0
1,4,0,8,85,7,311.07,1,1
1,3,1,1,19,8,95.62,1,0
1,1,1,8,68,7,259.14,1,1
1,4,0,9,27,1,117.45,1,0
1,3,0,9,98,8,355.92,1,1
2,3,1,3,3,1,29.39,0,0
3,4,0,10,89,10,342.15,1,1
1,2,0,6,28,7,130.87,1,0
3,3,1,10,72,8,285.08,1,1
3,1,0,7,73,2,253.1,1,1
2,3,0,7,59,5,222.47,1,0
3,1,0,3,3,6,43.94,0,0
3,1,0,2,97,2,310.48,1,0
2,1,0,8,22,1,97.41,1,0
2,1,1,4,82,3,276.13,1,0
1,1,0,10,54,9,227.62,1,0
3,2,0,9,19,3,100.65,1,0
2,4,0,4,85,5,292.94,1,0
1,1,0,8,48,4,185.56,1,0
1,2,0,6,63,3,222.25,1,0
3,1,0,3,41,10,173.02,1,0
3,1,1,3,16,4,78.48,1,0
2,4,0,3,94,6,320.68,1,0
2,2,0,8,96,6,339.8,1,1
3,3,0,6,2,8,59.16,0,0
3,4,0,7,20,8,117.55,1,0
1,4,1,5,100,9,356.91,1,0
1,4,0,5,8,3,55.15,0,0
3,1,1,4,20,2,86.42,1,0
2,4,0,4,69,2,233.88,1,0
2,4,1,2,31,10,144.16,1,0
3,3,1,2,75,9,273.56,1,0
3,4,0,6,33,7,150.21,1,0
2,2,0,4,19,1,77.28,1,0
3,3,1,1,93,7,317.74,1,0
2,3,0,9,67,8,263.41,1,1
3,1,1,10,10,3,77.92,1,0
1,2,0,3,98,10,343.95,1,0
1,3,0,8,14,8,99.22,1,0
2,4,0,4,81,8,291.6,1,0
3,3,1,6,71,8,269.98,1,0
1,2,0,4,29,4,117.11,1,0
2,1,1,3,78,6,271.77,1,0
1,1,1,5,93,10,336.32,1,0
1,4,0,2,56,9,212.53,1,0
2,4,0,4,34,3,131.76,1,0
3,2,0,4,54,7,205.57,1,0
1,4,1,5,25,6,119.67,1,0
2,1,0,8,56,5,214.41,1,0
2,4,1,7,80,6,292.92,1,1
3,1,1,1,68,6,236.64,1,0
2,2,0,8,76,5,275.82,1,1
1,2,1,8,83,6,301.87,1,1
1,1,0,4,66,9,245.74,1,0
3,4,0,3,52,1,177.05,1,0
1,2,1,7,80,4,282.63,1,1
1,4,0,8,44,1,165.77,1,0
3,4,1,7,49,6,200.41,1,0
2,1,0,10,63,10,259.49,1,1
3,4,0,10,93,7,343.49,1,1
2,2,1,9,16,7,107.24,1,0
3,3,1,7,94,1,317.4,1,1
3,4,1,10,49,6,209.47,1,0
3,2,1,10,33,7,162.71,1,0
1,2,0,5,90,9,322.25,1,0
1,3,1,8,6,10,84.66,1,0
3,4,1,10,41,10,199.63,1,0
3,1,1,6,78,5,278.36,1,0
3,4,1,5,10,10,90.91,1,0
3,4,1,9,39,4,169.09,1,0
2,2,0,2,89,2,286.22,1,0
3,2,0,8,58,3,215.41,1,0
3,3,1,6,20,5,105.22,1,0
2,2,0,1,97,10,336,1,0
1,4,0,10,27,5,134.79,1,0
3,1,0,1,77,1,243.48,1,0
1,1,1,5,62,10,242.7,1,0
2,2,1,9,70,5,263.16,1,1
3,4,0,1,22,7,101.89,1,0
3,3,0,5,9,5,66.54,0,0
2,1,0,3,97,7,330.29,1,0
1,1,1,4,60,9,230.06,1,0
2,1,1,10,87,7,323.67,1,1
3,3,1,3,37,9,161.82,1,0
2,2,0,10,85,2,298.3,1,1
3,4,0,8,25,4,121.35,1,0
3,3,1,9,57,9,240.34,1,0
3,2,0,7,68,3,242.59,1,1
1,1,1,1,25,2,90.24,1,0
2,2,1,6,17,5,94.04,1,0
3,4,1,1,28,10,133.19,1,0
3,2,1,6,18,10,116.07,1,0
3,3,1,1,74,6,256.78,1,0
2,4,0,10,45,2,179.52,1,0
2,3,1,4,7,8,69.55,0,0
1,2,1,1,11,5,59.71,0,0
3,2,0,2,23,4,95.17,1,0
1,2,1,5,74,3,254.89,1,0
1,1,0,9,30,9,152.12,1,0
2,2,1,5,30,3,123.12,1,0
3,3,0,6,69,1,236.44,1,0
2,4,1,6,95,3,324.46,1,0
1,4,0,7,85,6,304.47,1,1
1,3,0,4,55,6,203.8,1,0
2,4,0,6,57,1,200.1,1,0
3,1,0,6,3,7,56.58,0,0
2,1,1,6,5,3,49.63,0,0
3,4,0,9,84,1,291.81,1,1
1,3,1,5,17,10,108.82,1,0
2,4,1,5,61,6,229.5,1,0
3,1,0,5,85,7,301.2,1,0
3,3,1,3,73,1,241.9,1,0
2,1,1,3,60,10,231.73,1,0
2,4,0,4,6,5,54.36,0,0
2,2,1,3,44,4,162.94,1,0
2,2,0,3,52,7,195.4,1,0
3,1,0,9,99,7,355.56,1,1
2,4,0,2,94,2,303.34,1,0
1,1,0,9,19,6,108.16,1,0
3,1,0,2,68,7,240.8,1,0
2,3,0,6,17,10,110.51,1,0
2,3,1,2,75,5,258.13,1,0
3,4,1,4,81,4,280.83,1,0
1,2,0,10,49,1,184.89,1,0
2,2,1,5,62,7,234.08,1,0
2,2,0,2,93,9,323.36,1,0
3,4,0,1,7,9,63.75,0,0
2,2,1,8,45,4,181.06,1,0
2,4,1,10,51,7,217.98,1,0
3,3,1,1,59,2,197.16,1,0
1,2,0,10,36,1,145.63,1,0
1,4,1,1,53,1,174.25,1,0
2,2,0,8,38,7,168.22,1,0
1,2,1,9,1,4,50.09,0,0
3,3,0,9,9,10,96.52,1,0
1,4,1,8,9,10,94.73,1,0
3,2,1,2,36,10,158.35,1,0
1,1,0,8,32,2,130.08,1,0
1,1,1,9,26,9,142.48,1,0
1,3,0,3,28,9,129.98,1,0
2,1,0,2,42,5,154.01,1,0
2,3,0,2,81,2,263.07,1,0
1,3,0,10,57,5,224.38,1,0
3,2,1,4,25,9,127.59,1,0
1,2,0,2,9,10,72.15,1,0
3,3,1,9,93,3,327.58,1,1
3,2,0,10,51,5,207.47,1,0
2,2,1,6,93,3,316.4,1,0
1,3,1,10,44,9,201.88,1,0
1,3,1,7,24,4,114.52,1,0
3,3,1,4,47,4,177.14,1,0
2,3,0,3,90,9,318.33,1,0
2,2,1,4,62,7,231.06,1,0
3,3,1,6,47,7,193.92,1,0
1,4,0,4,66,10,252.35,1,0
2,3,0,9,9,5,77.51,1,0
3,4,1,7,43,3,171.55,1,0
2,3,0,8,100,3,342.15,1,1
3,3,1,4,71,1,238.88,1,0
2,1,0,10,13,3,83.43,1,0
3,4,1,9,17,10,124.13,1,0
2,2,0,2,96,3,310.94,1,0
3,1,0,3,95,6,321.78,1,0
3,4,1,1,57,2,192.13,1,0
1,4,1,7,45,3,175.37,1,0
2,3,1,10,92,8,344.37,1,1
1,1,0,4,60,10,231.2,1,0
2,4,1,8,40,5,171.56,1,0
3,1,0,4,67,6,240.24,1,0
1,4,0,7,9,4,67.79,0,0
1,2,0,2,51,2,170.35,1,0
1,1,1,3,91,5,306.34,1,0
3,1,1,7,55,4,208.34,1,0
3,2,1,1,2,2,24.01,0,0
2,2,0,3,20,1,77.28,1,0
2,1,1,2,78,6,268.75,1,0
3,4,1,8,51,2,195.15,1,0
2,3,1,3,65,10,248.85,1,0
1,4,1,10,99,2,343.93,1,1
1,1,0,10,29,5,137.8,1,0
2,4,0,2,1,8,43.96,0,0
3,2,1,2,47,4,170.09,1,0
2,4,1,5,50,6,196.28,1,0
1,3,1,3,27,3,107.92,1,0
3,4,1,6,96,8,346.49,1,0
2,4,1,3,28,9,134.54,1,0
3,4,0,6,28,10,145.85,1,0
3,2,1,4,10,9,82.29,1,0
1,3,0,4,61,1,204.02,1,0
3,1,1,8,55,4,211.36,1,0
3,4,0,6,51,1,183.09,1,0
3,4,1,9,99,4,350.29,1,1
1,4,1,2,95,6,322.01,1,0
2,2,0,6,10,3,63.3,0,0
1,4,1,2,48,7,183.65,1,0
2,3,1,8,98,2,334.97,1,1
1,1,1,5,46,2,165.74,1,0
1,1,1,10,44,1,171.22,1,0
3,1,0,6,79,7,286.1,1,0
1,1,1,3,81,10,294.04,1,0
1,2,1,5,45,10,192.37,1,0
3,2,0,2,65,1,211.27,1,0
1,1,0,2,60,6,210.84,1,0
1,4,0,9,47,7,199.33,1,0
2,4,0,3,25,5,108.72,1,0
1,3,0,6,25,10,133.56,1,0
1,4,1,4,40,9,172.69,1,0
2,4,0,1,41,9,165.32,1,0
3,1,1,4,47,1,164.38,1,0
2,2,1,1,20,9,102.32,1,0
3,4,0,2,66,8,241.37,1,0
2,1,0,10,60,3,225.37,1,0
1,1,0,6,20,4,94.96,1,0
1,4,1,5,57,8,223.47,1,0
2,2,1,10,20,1,100.86,1,0
1,1,1,9,1,5,52.66,0,0
1,3,1,2,32,1,112.84,1,0
3,2,1,5,21,7,111.37,1,0
2,3,0,9,18,5,104.69,1,0
2,1,1,4,54,8,209.47,1,0
2,2,1,6,48,2,176.92,1,0
1,2,0,7,75,2,257.93,1,1
2,4,0,1,40,5,147.98,1,0
3,3,1,10,29,1,130.16,1,0
2,3,1,5,19,10,115.97,1,0
3,2,1,1,97,8,332.39,1,0
3,1,0,3,2,4,33.76,0,0
3,4,1,3,53,7,203.99,1,0
2,3,1,10,38,10,188.45,1,0
1,3,1,1,92,8,316.08,1,0
1,2,0,1,19,8,92.17,1,0
2,1,0,9,69,4,253.11,1,1
2,3,1,7,48,7,198.85,1,0
1,1,1,3,83,6,285.76,1,0
1,1,1,9,88,7,322.56,1,1
3,4,0,6,41,3,160.05,1,0
2,3,1,10,39,3,166.41,1,0
1,2,0,4,44,3,158.83,1,0
1,4,0,2,48,8,184.79,1,0
1,2,1,7,77,2,266.41,1,1
1,2,0,6,48,4,180.53,1,0
2,2,0,4,23,1,89.36,1,0
3,2,1,2,100,9,348.05,1,0
3,4,0,9,15,3,90.59,1,0
1,2,0,10,47,8,203.91,1,0
1,4,0,5,100,1,325.83,1,0
3,1,0,3,83,6,285.54,1,0
3,2,0,2,5,10,62.29,0,0
3,2,1,3,58,10,227.81,1,0
2,3,0,5,46,4,173.59,1,0
2,1,1,5,81,5,283.29,1,0
2,3,1,10,84,5,309.47,1,1
1,2,0,2,27,4,105.03,1,0
1,2,1,4,6,6,57.25,0,0
1,3,0,9,85,7,313.08,1,1
3,2,0,7,88,4,306.57,1,1
2,3,1,4,88,1,289.11,1,0
2,2,0,10,64,7,252.78,1,1
3,2,1,2,21,5,95.15,1,0
1,3,1,10,93,3,328.38,1,1
1,4,0,6,43,2,160.29,1,0
1,4,0,4,76,4,261.07,1,0
1,1,1,8,33,5,146.28,1,0
2,1,0,1,94,6,311.61,1,0
1,3,1,6,58,7,224.92,1,0
2,1,0,7,7,2,52.67,0,0
2,2,0,8,74,4,266.2,1,1
1,1,0,7,57,10,231.2,1,0
1,2,1,3,37,4,140.69,1,0
3,2,1,4,89,7,313.71,1,0
2,2,1,2,4,8,53.44,0,0
3,1,0,8,13,5,85.66,1,0
2,2,0,3,26,9,124.04,1,0
3,4,1,6,14,10,106.01,1,0
3,3,0,1,85,1,269.66,1,0
2,4,0,9,98,7,354.46,1,1
2,3,0,3,46,5,171.13,1,0
1,3,0,7,77,7,282.88,1,1
3,1,1,10,27,7,143.58,1,0
2,2,1,8,3,3,50.64,0,0
2,3,1,4,97,2,319.87,1,0
1,4,1,8,13,8,99.65,1,0
2,4,1,4,46,6,181.18,1,0
3,2,1,5,77,8,284.07,1,0
2,1,1,10,36,1,148.17,1,0
2,4,1,8,81,3,288.22,1,1
3,2,0,5,14,6,84.21,1,0
2,4,0,7,87,3,300.88,1,1
2,4,1,1,13,3,61.72,0,0
2,2,1,10,40,5,175.58,1,0
2,4,0,4,87,9,313.3,1,0
3,1,0,4,25,3,102.66,1,0
1,1,0,5,19,6,96.08,1,0
2,3,1,5,65,4,233.41,1,0
3,4,0,10,45,6,194.95,1,0
1,4,1,9,16,5,100.99,1,0
3,2,0,10,12,2,78.95,1,0
2,2,1,10,55,10,238.78,1,0
1,2,0,2,100,5,329.07,1,0
1,4,1,1,92,3,299.19,1,0
2,3,1,2,81,1,261.93,1,0
2,1,1,2,99,8,339.33,1,0
1,4,0,9,68,5,255.59,1,1
2,4,0,6,27,3,116.66,1,0
3,3,1,10,14,9,113.5,1,0
3,1,1,9,41,1,161.36,1,0
1,3,0,3,28,7,122.82,1,0
2,1,1,4,23,9,119.43,1,0
3,1,0,4,1,8,48.08,0,0
3,2,0,2,55,5,195.39,1,0
1,3,1,10,5,6,73.36,1,0
2,3,0,8,59,10,243.39,1,0
2,4,0,9,59,5,229.52,1,0
2,3,0,7,89,1,298.75,1,1
1,3,1,2,52,5,187.56,1,0
2,1,1,4,37,10,165.29,1,0
1,3,0,3,86,2,280.08,1,0
1,2,0,5,38,5,150.89,1,0
3,4,0,5,64,4,230.07,1,0
3,2,0,1,92,2,293.37,1,0
1,3,0,3,51,3,177.96,1,0
2,1,0,10,17,2,91.93,1,0
2,3,0,4,65,3,224.37,1,0
2,1,1,3,62,1,205.55,1,0
1,3,1,8,24,2,110.38,1,0
3,2,1,1,69,7,244.25,1,0
3,2,1,1,96,9,332.95,1,0
2,3,1,9,71,3,260.03,1,1
3,1,1,5,63,7,237.2,1,0
1,2,0,5,31,1,115.43,1,0
1,4,0,1,12,4,58.73,0,0
1,4,1,3,93,6,318.99,1,0
1,3,1,1,74,10,268.88,1,0
3,4,1,8,69,3,253.09,1,1
2,1,0,10,85,9,322.35,1,1
1,2,0,2,67,6,232.99,1,0
3,4,0,10,88,5,321.23,1,1
1,2,0,1,100,2,315.31,1,0
2,2,1,2,41,1,140.12,1,0
1,2,1,7,33,4,140.69,1,0
3,3,1,2,41,4,152.98,1,0
1,1,0,2,11,6,62.86,0,0
1,3,1,2,67,5,232.86,1,0
2,1,0,6,67,7,248.75,1,0
1,2,0,3,84,8,294.51,1,0
1,3,1,6,9,3,62.62,0,0
2,3,0,7,49,7,199.43,1,0
3,4,1,2,4,7,52.99,0,0
2,1,1,4,54,2,187.99,1,0
3,2,1,6,93,8,335.41,1,0
2,3,1,5,70,5,252.09,1,0
1,2,1,2,58,7,211.83,1,0
3,4,1,10,39,4,172.11,1,0
3,1,1,9,80,3,286.3,1,1
1,1,0,6,99,2,326.38,1,0
1,4,1,8,47,7,198.75,1,0
1,4,1,4,15,5,82.87,1,0
2,3,0,5,18,9,106.93,1,0
1,1,0,5,41,1,144.62,1,0
3,4,0,5,13,8,90.37,1,0
3,3,0,3,93,5,314.18,1,0
1,3,0,5,76,2,255.92,1,0
2,4,0,9,47,5,193.28,1,0
1,2,1,4,24,10,125.93,1,0
2,2,0,10,52,1,195.06,1,0
3,4,0,5,94,8,334.99,1,0
3,4,1,1,47,10,190.57,1,0
3,4,0,8,63,6,243.27,1,1
1,4,1,8,15,5,94.95,1,0
2,3,0,7,66,9,257.93,1,1
1,4,0,6,9,9,82.67,1,0
3,3,1,8,19,7,115.4,1,0
1,1,0,8,46,4,179.52,1,0
1,3,0,8,100,3,341.04,1,1
2,3,1,6,51,8,208.47,1,0
1,2,1,5,80,2,269.43,1,0
3,2,0,5,35,3,136.89,1,0
1,3,1,1,34,7,137.34,1,0
2,4,1,3,88,2,290.68,1,0
2,4,1,3,96,6,329.16,1,0
3,4,1,10,94,9,356.11,1,1
3,4,1,8,79,7,297.61,1,1
3,1,1,5,36,1,134.18,1,0
1,4,0,1,93,1,292.61,1,0
2,4,1,2,78,8,278.94,1,0
2,4,0,4,61,4,216.88,1,0
3,4,0,2,86,2,280.29,1,0
3,3,1,4,42,10,183.52,1,0
2,1,1,3,75,6,262.71,1,0
3,1,1,1,29,9,129.6,1,0
1,1,0,1,13,6,65.88,0,0
1,1,1,4,15,2,69.1,0,0
3,1,1,8,58,2,213.26,1,0
2,4,1,2,28,1,102.88,1,0
2,3,1,2,74,2,244.37,1,0
3,4,1,10,82,5,305.55,1,1
1,3,0,9,73,10,287.58,1,1
2,3,1,4,45,8,184.31,1,0
1,1,1,5,56,9,221,1,0
3,3,0,9,37,6,166.76,1,0
2,2,0,4,70,3,238.46,1,0
2,2,0,1,95,4,308.48,1,0
2,2,0,2,50,6,182.76,1,0
1,3,1,5,17,1,76.6,1,0
1,4,1,5,26,1,104.79,1,0
1,4,0,5,47,8,190.83,1,0
3,3,1,6,16,6,96.72,1,0
1,1,0,1,51,2,166.32,1,0
3,4,0,4,75,9,278.17,1,0
2,4,1,8,70,4,258.58,1,1
1,3,1,6,15,3,80.74,1,0
1,1,1,5,46,3,169.32,1,0
3,4,1,9,100,9,371.21,1,1
2,4,0,7,19,8,113.42,1,0
3,2,0,5,91,3,306.01,1,0
3,2,0,6,59,8,230.29,1,0
1,1,1,5,62,8,235.54,1,0
1,1,1,1,50,9,190.8,1,0
2,2,1,2,99,5,329.6,1,0
2,2,1,5,65,9,250.3,1,0
2,4,0,3,24,10,123.6,1,0
1,1,0,1,56,10,210.06,1,0
1,3,0,9,68,3,247.42,1,1
3,1,0,2,51,5,182.3,1,0
1,1,0,10,21,2,102.9,1,0
2,2,0,5,20,5,97.64,1,0
2,1,1,4,36,3,137.21,1,0
3,1,0,1,72,10,260.6,1,0
2,2,0,7,43,9,187.46,1,0
1,1,0,4,88,4,294.28,1,0
3,4,1,9,76,5,284.41,1,1
3,4,0,2,49,5,179.29,1,0
2,3,1,9,59,1,216.63,1,0
3,4,0,9,40,3,166.09,1,0
2,2,1,8,4,3,53.66,0,0
1,1,1,4,9,5,61.72,0,0
1,4,1,1,94,10,330.29,1,0
3,4,0,8,35,10,173.03,1,0
2,1,1,7,4,6,60.37,0,0
3,1,1,4,23,5,106.22,1,0
2,2,0,10,57,2,213.74,1,0
3,4,0,8,74,5,272.91,1,1
1,3,0,10,6,5,70.36,1,0
1,2,0,8,33,8,155.59,1,0
1,1,0,2,23,10,113.42,1,0
1,2,0,5,35,6,145.41,1,0
1,4,1,2,59,8,220.45,1,0
1,3,1,10,44,7,194.72,1,0
2,4,0,9,76,6,284.44,1,1
3,2,1,5,37,8,163.27,1,0
3,4,0,2,94,3,308.03,1,0
1,3,1,6,73,7,270.22,1,0
3,1,0,10,68,8,268.54,1,1
2,2,0,7,47,4,181.64,1,0
2,1,1,6,85,10,316.29,1,0
2,3,0,6,3,7,57.49,0,0
3,3,1,1,49,9,192.02,1,0
2,1,0,3,99,7,336.33,1,0
2,2,1,10,50,1,191.46,1,0
2,2,1,8,36,10,175.36,1,0
2,1,0,6,17,3,83.43,1,0
1,4,1,5,85,9,311.61,1,0
1,3,0,2,37,5,139.82,1,0
3,3,0,7,64,9,253,1,1
3,3,0,2,16,2,67.88,0,0
3,4,0,6,96,7,340.47,1,0
1,2,0,9,21,2,100.89,1,0
1,4,1,3,95,7,328.61,1,0
2,4,1,9,32,5,150.42,1,0
3,4,1,8,11,6,88.67,1,0
1,3,0,7,61,4,223.82,1,1
1,2,0,5,35,10,159.73,1,0
3,2,0,10,42,2,169.55,1,0
1,1,1,8,60,2,217.08,1,0
2,1,1,3,71,9,261.37,1,0
2,2,0,6,95,7,334.32,1,0
1,4,1,4,3,10,64.53,0,0
2,4,0,3,57,6,208.94,1,0
2,2,0,4,22,9,114.98,1,0
1,3,0,6,6,4,54.7,0,0
3,3,1,9,23,9,137.66,1,0
3,4,1,5,45,8,189.45,1,0
3,2,0,8,57,10,237.45,1,0
1,3,0,3,58,6,209.84,1,0
3,2,1,7,45,9,197.05,1,0
1,2,0,3,90,9,316.21,1,0
3,4,1,10,61,3,234.97,1,1
2,2,1,5,25,5,115.18,1,0
3,1,1,4,62,5,224,1,0
1,1,0,1,69,1,217.1,1,0
1,1,0,2,55,8,202.9,1,0
2,3,0,8,100,6,352.89,1,1
3,2,1,6,86,7,310.69,1,0
2,2,0,8,73,8,277.5,1,1
3,4,1,6,65,6,245.71,1,0
3,1,0,1,7,9,60.72,0,0
2,4,0,2,4,2,31.54,0,0
1,4,0,8,14,3,82.33,1,0
3,1,0,10,61,6,240.24,1,1
2,4,0,10,9,1,67.22,0,0
3,2,0,4,96,5,325.25,1,0
1,2,0,8,25,8,131.43,1,0
1,4,0,6,77,2,262.97,1,0
1,2,0,4,44,6,169.57,1,0
3,4,0,8,5,5,64.53,0,0
2,1,1,8,31,8,152.09,1,0
2,4,1,4,69,1,232.74,1,0
1,1,1,6,70,5,251.98,1,0
2,4,1,9,63,10,261.94,1,1
2,1,1,6,60,5,222.89,1,0
1,1,1,10,20,9,127.38,1,0
3,3,1,10,25,4,128.82,1,0
2,2,0,4,49,8,192.94,1,0
3,1,0,1,26,5,103.78,1,0
3,1,1,6,18,10,115.06,1,0
1,2,1,2,7,2,39.91,0,0
2,1,1,7,32,9,155.67,1,0
3,4,1,8,9,5,79.05,1,0
1,4,0,9,85,10,324.83,1,1
1,1,0,10,9,7,84.56,1,0
3,4,1,2,3,10,60.71,0,0
1,1,1,7,23,7,120.22,1,0
3,4,1,9,57,5,227.03,1,0
2,4,0,6,22,7,115.88,1,0
3,3,1,4,22,4,101.64,1,0
2,2,1,2,46,3,162.38,1,0
2,2,0,8,43,1,161.84,1,0
3,1,1,5,32,1,122.1,1,0
3,1,0,7,58,10,236.44,1,0
1,3,1,2,60,8,222.46,1,0
2,2,1,2,85,6,290.9,1,0
2,4,1,9,86,10,331.4,1,1
3,4,1,2,95,1,306.33,1,0
2,1,1,1,27,7,115.29,1,0
2,3,1,3,68,2,229.27,1,0
2,1,0,1,88,6,293.49,1,0
3,1,1,9,12,6,91.68,1,0
2,4,0,3,93,1,299.76,1,0
3,2,0,3,11,10,83.43,1,0
3,4,1,10,43,3,180.61,1,0
1,1,0,2,21,6,93.06,1,0
2,3,0,4,83,1,271.57,1,0
2,2,1,1,43,8,168.2,1,0
3,1,0,3,100,8,344.04,1,0
1,4,1,7,72,4,260.49,1,1
1,1,0,8,23,5,113.64,1,0
2,1,1,8,76,10,295.15,1,1
3,3,1,10,34,7,166.74,1,0
1,1,0,6,76,1,253.34,1,0
1,4,1,6,8,10,85.67,1,0
2,3,1,1,68,9,248.29,1,0
3,3,0,4,9,7,70.68,1,0
3,3,0,10,71,10,286.78,1,1
3,2,1,8,7,7,78.15,1,0
2,4,0,9,4,2,52.68,0,0
2,2,0,4,4,2,35.56,0,0
2,1,1,6,37,5,153.43,1,0
2,1,1,2,98,7,332.73,1,0
2,4,0,10,88,7,327.28,1,1
3,3,1,3,88,6,305.1,1,0
2,2,1,3,37,6,148.96,1,0
3,3,1,9,84,9,321.88,1,1
3,2,1,10,75,3,275.23,1,1
1,3,0,3,48,1,161.74,1,0
3,1,0,2,34,8,141.7,1,0
2,1,1,9,26,8,140.01,1,0
1,3,0,7,11,6,79.98,1,0
2,3,0,6,52,6,201.89,1,0
1,3,0,5,33,3,129.64,1,0
1,2,1,1,47,3,161.27,1,0
3,4,0,6,9,10,88.47,1,0
3,4,1,10,96,3,340.67,1,1
2,3,0,8,69,1,241.37,1,1
1,4,0,3,60,2,202.57,1,0
1,3,0,5,58,6,215.88,1,0
2,3,1,8,77,9,296.61,1,1
1,3,0,2,61,7,219.46,1,0
2,1,1,8,59,4,222.33,1,0
3,3,0,8,35,2,143.38,1,0
2,4,1,2,100,4,331.06,1,0
1,3,0,5,26,3,108.5,1,0
1,1,1,10,83,5,303.32,1,1
1,2,1,1,9,1,39.35,0,0
3,4,1,1,89,3,292.35,1,0
1,1,1,8,11,9,94.16,1,0
2,1,1,1,48,7,178.71,1,0
3,4,0,7,80,6,291.59,1,1
2,3,1,2,69,9,254.33,1,0
1,2,1,1,83,6,280.73,1,0
1,2,1,1,52,1,169.21,1,0
1,4,0,3,34,3,127.63,1,0
1,4,1,1,3,1,23.25,0,0
2,1,0,8,74,5,268.77,1,1
1,2,0,9,59,2,215.65,1,0
2,1,1,9,51,8,215.51,1,0
3,3,1,5,20,7,109.36,1,0
2,2,0,2,48,3,165.98,1,0
3,4,0,3,27,4,112.29,1,0
3,4,1,10,73,5,278.37,1,1
3,2,0,4,69,1,229.39,1,0
2,2,0,3,58,7,213.52,1,0
2,3,0,4,47,3,170.01,1,0
3,2,1,3,3,6,47.39,0,0
3,4,0,6,65,2,228.95,1,0
3,2,1,2,30,1,108.01,1,0
2,3,0,3,36,7,148.09,1,0
2,1,0,7,18,9,110.95,1,0
2,2,0,7,65,5,239.58,1,1
2,4,1,4,28,8,133.98,1,0
2,4,1,10,61,6,244.6,1,1
3,3,0,5,16,7,94.84,1,0
2,2,1,2,36,1,125.02,1,0
3,4,0,3,32,6,134.55,1,0
2,1,1,7,80,7,293.47,1,1
2,3,0,2,26,1,93.39,1,0
1,3,1,1,96,3,310.26,1,0
2,4,1,4,29,4,122.68,1,0
1,2,1,6,46,9,194.83,1,0
3,2,1,7,27,7,135.53,1,0
3,4,1,5,6,3,53.77,0,0
2,3,1,2,40,10,170.33,1,0
3,4,0,2,39,7,156.25,1,0
2,2,1,7,53,10,223.68,1,0
3,3,0,8,89,5,317.2,1,1
